row_id,origin,analyst_event_type,subject_ref,subject_name,row_count,bidder_name,bidder_type,bid_type,value,range_low,range_high,enterprise_value,date_precision,date_recorded,date_public,date_sort_proxy,all_cash,rule_id,source_observation_ids,source_span_ids,confidence,review_flags,explanation
row_0010,literal,target_sale,party_board_penford,Penford board of directors,1,Penford board of directors,NA,NA,NA,NA,NA,NA,exact_day,2014-08-28 00:00:00,2014-08-28 00:00:00,NA,NA,LITERAL-PROCESS,obs_process_market_check_launch_20140828,span_0011,high,NA,Literal process observation compiled directly into analyst row.
row_0011,literal,bidder_interest,party_bidder_party_b,Party B,1,Party B,S,NA,NA,NA,NA,NA,exact_day,2014-09-09 00:00:00,2014-09-09 00:00:00,NA,NA,LITERAL-STATUS,obs_status_party_b_interest_20140909,span_0012,high,NA,Literal expressed-interest status compiled directly into analyst row.
row_0012,literal,bidder_interest,party_bidder_party_c,Party C,1,Party C,S,NA,NA,NA,NA,NA,exact_day,2014-09-10 00:00:00,2014-09-10 00:00:00,NA,NA,LITERAL-STATUS,obs_status_party_c_interest_20140910,span_0013,high,NA,Literal expressed-interest status compiled directly into analyst row.
row_0013,literal,bidder_interest,party_bidder_party_d,Party D,1,Party D,S,NA,NA,NA,NA,NA,exact_day,2014-09-11 00:00:00,2014-09-11 00:00:00,NA,NA,LITERAL-STATUS,obs_status_party_d_interest_20140911,span_0014,high,NA,Literal expressed-interest status compiled directly into analyst row.
row_0024,literal,drop,party_bidder_party_b,Party B,1,Party B,S,NA,NA,NA,NA,NA,exact_day,2014-09-12 00:00:00,2014-09-12 00:00:00,NA,NA,EXIT-01,obs_status_party_b_not_interested_20140912,span_0015,high,NA,Literal status observation recorded bidder withdrawal or non-participation.
row_0014,literal,standstill,party_bidder_party_c,Party C,1,Party C,S,NA,NA,NA,NA,NA,exact_day,2014-09-15 00:00:00,2014-09-15 00:00:00,NA,NA,LITERAL-AGREEMENT,obs_agreement_party_c_standstill_20140915,span_0017,high,NA,Literal agreement observation compiled into NDA-family analyst row.
row_0015,literal,proposal,party_bidder_ingredion,Ingredion,1,Ingredion,S,Uncertain,NA,18.25,18.5,NA,exact_day,2014-09-17 00:00:00,2014-09-17 00:00:00,NA,0,LITERAL-PROPOSAL,obs_proposal_ingredion_20140917,span_0018,high,NA,Literal proposal observation compiled directly into analyst row.
row_0016,literal,standstill,party_bidder_party_d,Party D,1,Party D,S,NA,NA,NA,NA,NA,exact_day,2014-09-23 00:00:00,2014-09-23 00:00:00,NA,NA,LITERAL-AGREEMENT,obs_agreement_party_d_standstill_20140923,span_0019,high,NA,Literal agreement observation compiled into NDA-family analyst row.
row_0025,literal,drop,party_bidder_party_g,Party G,1,Party G,S,NA,NA,NA,NA,NA,exact_day,2014-09-24 00:00:00,2014-09-24 00:00:00,NA,NA,EXIT-01,obs_status_party_g_excluded_20140924,span_0020,high,NA,Literal status observation recorded bidder withdrawal or non-participation.
row_0026,literal,drop,party_bidder_party_f,Party F,1,Party F,S,NA,NA,NA,NA,NA,exact_day,2014-09-29 00:00:00,2014-09-29 00:00:00,NA,NA,EXIT-01,obs_status_party_f_not_interested_20140929,span_0022,high,NA,Literal status observation recorded bidder withdrawal or non-participation.
row_0017,literal,standstill,party_bidder_party_a,Party A,1,Party A,S,NA,NA,NA,NA,NA,exact_day,2014-09-30 00:00:00,2014-09-30 00:00:00,NA,NA,LITERAL-AGREEMENT,obs_agreement_party_a_standstill_20140930,span_0023,high,NA,Literal agreement observation compiled into NDA-family analyst row.
row_0018,literal,proposal,party_bidder_ingredion,Ingredion,1,Ingredion,S,Uncertain,19,NA,NA,NA,exact_day,2014-10-02 00:00:00,2014-10-02 00:00:00,NA,0,LITERAL-PROPOSAL,obs_proposal_ingredion_20141002,span_0024,high,NA,Literal proposal observation compiled directly into analyst row.
row_0028,derived,drop,party_bidder_party_a,Party A,1,Party A,S,NA,NA,NA,NA,NA,exact_day,2014-10-04 00:00:00,2014-10-04 00:00:00,NA,NA,EXIT-04,obs_solicitation_party_a_letter_20141004,span_0026,high,reason:lost_to_winner,Execution outcome closed out remaining active bidders in favor of the winner.
row_0027,literal,drop,party_bidder_party_d,Party D,1,Party D,S,NA,NA,NA,NA,NA,exact_day,2014-10-08 00:00:00,2014-10-08 00:00:00,NA,NA,EXIT-01,obs_status_party_d_not_interested_20141008,span_0027,high,NA,Literal status observation recorded bidder withdrawal or non-participation.
row_0020,literal,proposal,party_bidder_party_a,Party A,1,Party A,S,Uncertain,16,NA,NA,NA,exact_day,2014-10-14 00:00:00,2014-10-14 00:00:00,NA,0,LITERAL-PROPOSAL,obs_proposal_party_a_20141014,span_0028,high,NA,Literal proposal observation compiled directly into analyst row.
row_0019,literal,executed,party_bidder_ingredion,Ingredion,1,Ingredion,S,NA,NA,NA,NA,NA,exact_day,2014-10-14 00:00:00,2014-10-14 00:00:00,NA,NA,LITERAL-OUTCOME,obs_outcome_executed_20141014,span_0030,high,NA,Literal outcome observation compiled directly into analyst row.
row_0021,literal,sale_press_release,party_target_penford,Penford,1,Penford,NA,NA,NA,NA,NA,NA,exact_day,2014-10-15 00:00:00,2014-10-15 00:00:00,NA,NA,LITERAL-PROCESS,obs_process_press_release_20141015,span_0030,high,NA,Literal process observation compiled directly into analyst row.
row_0022,literal,sale_press_release,party_bidder_ingredion,Ingredion,1,Ingredion,S,NA,NA,NA,NA,NA,exact_day,2014-10-15 00:00:00,2014-10-15 00:00:00,NA,NA,LITERAL-PROCESS,obs_process_press_release_20141015,span_0030,high,NA,Literal process observation compiled directly into analyst row.
