observation_id,obs_type,date_raw_text,date_sort,date_precision,subject_refs,subject_names,counterparty_refs,counterparty_names,summary,evidence_span_ids,type_fields
obs_evt_018,proposal,2016-06-09,2016-06-09 00:00:00,exact_day,bidder_thoma_bravo,Thoma Bravo,target_board_imprivata,Imprivata Inc,"Thoma Bravo presented a written preliminary non-binding indication of interest at $17.25 per share, with equity commitment for the entire purchase price, not contingent on financing, and also provided a form of equity commitment letter and draft merger agreement",span_0022,"{""delivery_mode"": null, ""includes_draft_merger_agreement"": true, ""includes_markup"": false, ""mentions_non_binding"": true, ""other_detail"": null, ""requested_by_observation_id"": ""obs_evt_014"", ""revises_observation_id"": null, ""terms"": {""consideration_type"": ""cash"", ""enterprise_value"": null, ""per_share"": ""17.25"", ""range_high"": null, ""range_low"": null}}"
obs_evt_019,proposal,2016-06-09,2016-06-09 00:00:00,exact_day,bidder_sponsor_b,Sponsor B,target_board_imprivata,Imprivata Inc,"Sponsor B presented a written preliminary non-binding indication of interest at a range of $17.00 - $18.00 per share, with equity commitment for the entire purchase price and not contingent on financing",span_0022,"{""delivery_mode"": null, ""includes_draft_merger_agreement"": false, ""includes_markup"": false, ""mentions_non_binding"": true, ""other_detail"": null, ""requested_by_observation_id"": ""obs_evt_014"", ""revises_observation_id"": null, ""terms"": {""consideration_type"": ""cash"", ""enterprise_value"": null, ""per_share"": null, ""range_high"": null, ""range_low"": null}}"
obs_evt_020,status,2016-06-11,2016-06-11 00:00:00,exact_day,NA,NA,target_board_imprivata,Imprivata Inc,One strategic party that did not execute a confidentiality agreement informed Barclays it did not have a strategic interest in an acquisition of the Company,span_0023,"{""other_detail"": null, ""related_observation_id"": null, ""status_kind"": ""not_interested""}"
obs_evt_021,status,2016-06-12,2016-06-12 00:00:00,exact_day,bidder_strategic_2,Strategic 2,target_board_imprivata,Imprivata Inc,"Strategic 2 informed Barclays that because of other internal corporate priorities, it was no longer interested in exploring a potential transaction with the Company",span_0025,"{""other_detail"": null, ""related_observation_id"": null, ""status_kind"": ""not_interested""}"
obs_evt_022,status,2016-06-12,2016-06-12 00:00:00,exact_day,bidder_sponsor_a|bidder_sponsor_b|bidder_thoma_bravo,Sponsor A|Sponsor B|Thoma Bravo,target_board_imprivata,Imprivata Inc,"Board authorized Barclays to advance Sponsor A, Sponsor B, and Thoma Bravo to second phase and to encourage them to increase offer prices",span_0026,"{""other_detail"": null, ""related_observation_id"": null, ""status_kind"": ""selected_to_advance""}"
obs_evt_023,status,2016-06-14,2016-06-14 00:00:00,exact_day,bidder_strategic_3,Strategic 3,target_board_imprivata,Imprivata Inc,"Strategic 3 informed Barclays that because of its internal focus on other corporate transactions and a perceived overlap in technologies, it was no longer interested in exploring a potential transaction with the Company",span_0029,"{""other_detail"": null, ""related_observation_id"": null, ""status_kind"": ""not_interested""}"
obs_evt_024,status,2016-06-15,2016-06-15 00:00:00,exact_day,bidder_sponsor_a,Sponsor A,target_board_imprivata,Imprivata Inc,"Sponsor A informed Barclays it would not meaningfully improve upon its June 9, 2016 preliminary indication of interest; Barclays informed Sponsor A the Board would not be interested at that level; no further discussions occurred",span_0030,"{""other_detail"": null, ""related_observation_id"": null, ""status_kind"": ""not_interested""}"
obs_evt_025,process,2016-06-17,2016-06-17 00:00:00,exact_day,target_board_imprivata|target_special_committee,Imprivata Inc|Special Committee,NA,NA,"Board established the Special Committee of independent and disinterested directors to consider and evaluate indications of interest and direct negotiations; members: David Barrett, Paul Maeder, Kate Walsh, Jack Blaeser, Dr. John Halamka and Rodger Weismann",span_0031|span_0032,"{""other_detail"": ""Special committee formation"", ""process_kind"": ""other"", ""process_scope"": null}"
obs_evt_026,status,2016-06-17,2016-06-17 00:00:00,exact_day,bidder_sponsor_a,Sponsor A,target_special_committee,Special Committee,Special Committee confirmed it was not interested in pursuing a transaction at the price indicated by Sponsor A in its initial bid; Sponsor A was going to cease participating in the strategic process,span_0034,"{""other_detail"": null, ""related_observation_id"": null, ""status_kind"": ""not_interested""}"
obs_evt_027,solicitation,2016-06-17,2016-06-17 00:00:00,exact_day,target_special_committee|advisor_barclays,Special Committee|Barclays,NA,NA,Special Committee directed Barclays to contact Strategic 4 to determine whether it might have interest in submitting an indication of interest,span_0033|span_0035,"{""attachments"": [], ""binding_level"": null, ""due_date"": null, ""other_detail"": null, ""recipient_refs"": [""bidder_strategic_4""], ""requested_submission"": ""other""}"
obs_evt_028,process,2016-06-17,2016-06-17 00:00:00,exact_day,target_board_imprivata,Imprivata Inc,bidder_sponsor_b|bidder_thoma_bravo,Sponsor B|Thoma Bravo,Sponsor B and Thoma Bravo were provided access to an online data room containing nonpublic information regarding the Company,span_0036,"{""other_detail"": ""Data room access granted to second-phase bidders"", ""process_kind"": ""other"", ""process_scope"": null}"
obs_evt_029,status,2016-06-23,2016-06-23 00:00:00,exact_day,bidder_strategic_4,Strategic 4,target_board_imprivata,Imprivata Inc,Strategic 4 informed Barclays that an acquisition of the Company would not be a strategic fit and it was not interested in participating in the strategic process,span_0037,"{""other_detail"": null, ""related_observation_id"": null, ""status_kind"": ""not_interested""}"
obs_evt_030,process,2016-06-24,2016-06-24 00:00:00,exact_day,target_special_committee,Special Committee,NA,NA,"Chairperson of the Special Committee approved Barclays to set a final bid deadline of July 8, 2016",span_0038,"{""other_detail"": ""Final bid deadline set"", ""process_kind"": ""other"", ""process_scope"": null}"
obs_evt_031,solicitation,2016-06-24,2016-06-24 00:00:00,exact_day,target_board_imprivata|advisor_barclays,Imprivata Inc|Barclays,bidder_sponsor_b|bidder_thoma_bravo,Sponsor B|Thoma Bravo,"Barclays sent final bid process letters to Sponsor B and Thoma Bravo, requesting marked drafts of the Company's proposed form of merger agreement by July 7, 2016, and setting a final bid deadline of July 8, 2016",span_0039,"{""attachments"": [], ""binding_level"": null, ""due_date"": {""anchor_event_id"": null, ""anchor_span_id"": null, ""is_inferred"": false, ""normalized_end"": ""2016-07-08"", ""normalized_start"": ""2016-07-08"", ""precision"": ""exact_day"", ""raw_text"": ""2016-07-08"", ""resolution_note"": null, ""sort_date"": ""2016-07-08""}, ""other_detail"": null, ""recipient_refs"": [""cohort_round2_finalists""], ""requested_submission"": ""other""}"
obs_evt_032,status,2016-06-29,2016-06-29 00:00:00,exact_day,bidder_sponsor_b,Sponsor B,target_special_committee,Special Committee,"Sponsor B informed Barclays that if it were to submit a final bid it would be significantly below its June 9, 2016 preliminary indication of interest; Barclays indicated the Special Committee would not be interested; no further discussions occurred",span_0040,"{""other_detail"": null, ""related_observation_id"": null, ""status_kind"": ""not_interested""}"
obs_evt_033,process,2016-07-01,2016-07-01 00:00:00,exact_day,target_board_imprivata,Imprivata Inc,bidder_thoma_bravo,Thoma Bravo,Company's proposed form of merger agreement and voting agreement was made available to Thoma Bravo,span_0041,"{""other_detail"": ""Draft merger agreement provided to Thoma Bravo"", ""process_kind"": ""other"", ""process_scope"": null}"
obs_evt_034,agreement,2016-07-07,2016-07-07 00:00:00,exact_day,bidder_thoma_bravo|advisor_kirkland,Thoma Bravo|Kirkland & Ellis LLP,target_board_imprivata|advisor_goodwin,Imprivata Inc|Goodwin Procter LLP,Thoma Bravo's outside counsel Kirkland sent a revised draft of the merger agreement to Goodwin,span_0042,"{""agreement_kind"": ""merger_agreement"", ""consideration_type"": null, ""grants_diligence_access"": null, ""includes_standstill"": null, ""other_detail"": ""revised draft, not executed"", ""signed"": null, ""supersedes_observation_id"": null}"
obs_evt_035,proposal,2016-07-08,2016-07-08 00:00:00,exact_day,bidder_thoma_bravo,Thoma Bravo,target_board_imprivata,Imprivata Inc,"Thoma Bravo submitted its final bid at $19.00 per share in cash, with equity commitment for the entire purchase price; indicated it had completed all due diligence and was prepared to execute the merger agreement and announce the transaction prior to market open on July 11, 2016; Sponsor B did not submit a bid",span_0043,"{""delivery_mode"": null, ""includes_draft_merger_agreement"": true, ""includes_markup"": true, ""mentions_non_binding"": null, ""other_detail"": null, ""requested_by_observation_id"": ""obs_evt_031"", ""revises_observation_id"": null, ""terms"": {""consideration_type"": ""cash"", ""enterprise_value"": null, ""per_share"": ""19.0"", ""range_high"": null, ""range_low"": null}}"
obs_evt_036,solicitation,2016-07-09,2016-07-09 00:00:00,exact_day,target_special_committee|advisor_barclays,Special Committee|Barclays,bidder_thoma_bravo,Thoma Bravo,"Barclays contacted Thoma Bravo and informed it to submit its best and final offer, which the Special Committee expected would be an improvement over the $19.00 bid",span_0044,"{""attachments"": [], ""binding_level"": null, ""due_date"": null, ""other_detail"": null, ""recipient_refs"": [""bidder_thoma_bravo""], ""requested_submission"": ""other""}"
obs_evt_037,proposal,2016-07-09,2016-07-09 00:00:00,exact_day,bidder_thoma_bravo,Thoma Bravo,target_board_imprivata,Imprivata Inc,"Thoma Bravo submitted a revised written, non-binding best and final offer of $19.25 per share, together with a revised draft of the equity commitment letter for the entire purchase price; Thoma Bravo made it clear that $19.25 per share was its best and final offer",span_0045|span_0046,"{""delivery_mode"": null, ""includes_draft_merger_agreement"": false, ""includes_markup"": false, ""mentions_non_binding"": true, ""other_detail"": null, ""requested_by_observation_id"": ""obs_evt_036"", ""revises_observation_id"": null, ""terms"": {""consideration_type"": ""cash"", ""enterprise_value"": null, ""per_share"": ""19.25"", ""range_high"": null, ""range_low"": null}}"
obs_evt_038,process,2016-07-10,2016-07-10 00:00:00,exact_day,advisor_goodwin|advisor_kirkland,Goodwin Procter LLP|Kirkland & Ellis LLP,target_board_imprivata|bidder_thoma_bravo,Imprivata Inc|Thoma Bravo,"Representatives of Goodwin and Kirkland negotiated open items in the merger agreement, voting agreement and equity commitment letter; negotiations continued through execution on July 13, 2016",span_0047,"{""other_detail"": ""Merger agreement negotiation between Company and Thoma Bravo counsel"", ""process_kind"": ""other"", ""process_scope"": null}"
obs_evt_039,agreement,2016-07-11,2016-07-11 00:00:00,exact_day,bidder_thoma_bravo|advisor_kirkland,Thoma Bravo|Kirkland & Ellis LLP,target_board_imprivata|advisor_goodwin,Imprivata Inc|Goodwin Procter LLP,"Kirkland sent Goodwin a draft exclusivity agreement with term extending through July 13, 2016; the Company declined to enter into an exclusivity agreement",span_0048,"{""agreement_kind"": ""exclusivity"", ""consideration_type"": null, ""grants_diligence_access"": null, ""includes_standstill"": null, ""other_detail"": ""proposed by Thoma Bravo; rejected by Company"", ""signed"": null, ""supersedes_observation_id"": null}"
obs_evt_040,outcome,2016-07-12,2016-07-12 00:00:00,exact_day,advisor_barclays,Barclays,target_special_committee,Special Committee,Barclays delivered its oral fairness opinion to the Special Committee that the $19.25 per share cash consideration was fair from a financial point of view,span_0049,"{""other_detail"": ""fairness opinion delivered"", ""outcome_kind"": ""other"", ""related_observation_id"": null}"
obs_evt_041,outcome,2016-07-12,2016-07-12 00:00:00,exact_day,target_special_committee,Special Committee,target_board_imprivata|bidder_thoma_bravo,Imprivata Inc|Thoma Bravo,Special Committee unanimously recommended to the Board that the Company enter into the merger agreement with Thoma Bravo at $19.25 per share,span_0050,"{""other_detail"": ""Special Committee unanimous recommendation to Board"", ""outcome_kind"": ""other"", ""related_observation_id"": null}"
obs_evt_042,outcome,2016-07-12,2016-07-12 00:00:00,exact_day,target_board_imprivata|bidder_thoma_bravo,Imprivata Inc|Thoma Bravo,NA,NA,Board unanimously adopted and declared the advisability of the merger agreement with Thoma Bravo and recommended stockholder approval,span_0051,"{""other_detail"": ""Board unanimous approval and stockholder recommendation"", ""outcome_kind"": ""other"", ""related_observation_id"": null}"
obs_evt_043,outcome,2016-07-13,2016-07-13 00:00:00,exact_day,bidder_thoma_bravo,Thoma Bravo,target_board_imprivata,Imprivata Inc,Parties finalized and executed the merger agreement and received executed final copies of the equity commitment letter and the voting agreements; Company and Thoma Bravo issued a joint press release announcing the execution,span_0052,"{""other_detail"": null, ""outcome_kind"": ""executed"", ""related_observation_id"": null}"
