observation_id,obs_type,date_raw_text,date_sort,date_precision,subject_refs,subject_names,counterparty_refs,counterparty_names,summary,evidence_span_ids,type_fields
obs_evt_011,agreement,"June 30, 2013",2013-06-30 00:00:00,exact_day,bidder_party_c,Party C,NA,NA,Party C entered into a confidentiality and standstill agreement with Mac-Gray and was provided with an informational package.,span_0034,"{""agreement_kind"": ""nda"", ""consideration_type"": null, ""grants_diligence_access"": true, ""includes_standstill"": true, ""other_detail"": null, ""signed"": true, ""supersedes_observation_id"": null}"
obs_evt_012,agreement,"July 11, 2013",2013-07-11 00:00:00,exact_day,bidder_csc_pamplona,CSC/Pamplona,NA,NA,CSC/Pamplona entered into a confidentiality and standstill agreement with Mac-Gray and were provided with an informational package.,span_0038,"{""agreement_kind"": ""nda"", ""consideration_type"": null, ""grants_diligence_access"": true, ""includes_standstill"": true, ""other_detail"": null, ""signed"": true, ""supersedes_observation_id"": null}"
obs_evt_013,proposal,"July 23, 2013",2013-07-23 00:00:00,exact_day,bidder_csc_pamplona,CSC/Pamplona,NA,NA,CSC/Pamplona submitted a preliminary indication of interest at an all-cash purchase price of $18.50 per share.,span_0040,"{""delivery_mode"": null, ""includes_draft_merger_agreement"": false, ""includes_markup"": false, ""mentions_non_binding"": null, ""other_detail"": null, ""requested_by_observation_id"": ""obs_evt_008"", ""revises_observation_id"": null, ""terms"": {""consideration_type"": ""cash"", ""enterprise_value"": null, ""per_share"": ""18.50"", ""range_high"": null, ""range_low"": null}}"
obs_evt_014,proposal,"July 24, 2013",2013-07-24 00:00:00,exact_day,bidder_party_b,Party B,NA,NA,Party B submitted a preliminary indication of interest at an all-cash purchase price of $17.00 to $18.00 per share.,span_0041,"{""delivery_mode"": null, ""includes_draft_merger_agreement"": false, ""includes_markup"": false, ""mentions_non_binding"": null, ""other_detail"": null, ""requested_by_observation_id"": ""obs_evt_008"", ""revises_observation_id"": null, ""terms"": {""consideration_type"": ""cash"", ""enterprise_value"": null, ""per_share"": null, ""range_high"": ""18.00"", ""range_low"": ""17.00""}}"
obs_evt_015,proposal,"July 24, 2013",2013-07-24 00:00:00,exact_day,bidder_party_c,Party C,NA,NA,Party C called BofA Merrill Lynch and presented an oral preliminary indication of interest at an all-cash purchase price of $15.00 to $17.00 per share.,span_0041,"{""delivery_mode"": ""oral"", ""includes_draft_merger_agreement"": false, ""includes_markup"": false, ""mentions_non_binding"": null, ""other_detail"": null, ""requested_by_observation_id"": ""obs_evt_008"", ""revises_observation_id"": null, ""terms"": {""consideration_type"": ""cash"", ""enterprise_value"": null, ""per_share"": null, ""range_high"": ""17.00"", ""range_low"": ""15.00""}}"
obs_evt_016,proposal,"July 25, 2013",2013-07-25 00:00:00,exact_day,bidder_party_c,Party C,NA,NA,Party C submitted a written indication of interest at an all-cash purchase price of $16.00 to $16.50 per share.,span_0047,"{""delivery_mode"": null, ""includes_draft_merger_agreement"": false, ""includes_markup"": false, ""mentions_non_binding"": null, ""other_detail"": null, ""requested_by_observation_id"": ""obs_evt_008"", ""revises_observation_id"": ""obs_evt_015"", ""terms"": {""consideration_type"": ""cash"", ""enterprise_value"": null, ""per_share"": null, ""range_high"": ""16.50"", ""range_low"": ""16.00""}}"
obs_evt_017,agreement,"August 5, 2013",2013-08-05 00:00:00,exact_day,bidder_party_a,Party A,NA,NA,Party A entered into a confidentiality and standstill agreement with Mac-Gray and was provided with an informational package.,span_0048,"{""agreement_kind"": ""nda"", ""consideration_type"": null, ""grants_diligence_access"": true, ""includes_standstill"": true, ""other_detail"": null, ""signed"": true, ""supersedes_observation_id"": null}"
obs_evt_018,solicitation,"August 27, 2013",2013-08-27 00:00:00,exact_day,NA,NA,NA,NA,"BofA Merrill Lynch sent letters to Party A, Party B, Party C and CSC/Pamplona instructing them to submit revised written proposals no later than September 9, 2013.",span_0049,"{""attachments"": [], ""binding_level"": null, ""due_date"": {""anchor_event_id"": null, ""anchor_span_id"": null, ""is_inferred"": false, ""normalized_end"": ""2013-09-09"", ""normalized_start"": ""2013-09-09"", ""precision"": ""exact_day"", ""raw_text"": ""September 9, 2013"", ""resolution_note"": null, ""sort_date"": ""2013-09-09""}, ""other_detail"": null, ""recipient_refs"": [""bidder_party_a"", ""bidder_party_b"", ""bidder_party_c"", ""bidder_csc_pamplona""], ""requested_submission"": ""ioi""}"
obs_evt_019,proposal,"September 9, 2013",2013-09-09 00:00:00,exact_day,bidder_csc_pamplona,CSC/Pamplona,NA,NA,"CSC/Pamplona submitted a revised indication of interest with an all-cash purchase price of $19.50 per share, indicating Pamplona was committed to provide 100% of the capital and requesting two weeks of exclusive negotiations.",span_0050,"{""delivery_mode"": null, ""includes_draft_merger_agreement"": false, ""includes_markup"": false, ""mentions_non_binding"": null, ""other_detail"": ""Pamplona committed to provide 100% of the capital; requested exclusive negotiations for two weeks"", ""requested_by_observation_id"": ""obs_evt_018"", ""revises_observation_id"": ""obs_evt_013"", ""terms"": {""consideration_type"": ""cash"", ""enterprise_value"": null, ""per_share"": ""19.50"", ""range_high"": null, ""range_low"": null}}"
obs_evt_020,proposal,"September 9, 2013",2013-09-09 00:00:00,exact_day,bidder_party_b,Party B,NA,NA,"Party B submitted a revised indication of interest with an all-cash purchase price of $18.50 per share, proposing to finance the transaction with equity from affiliated funds and third party debt. Party B's proposal did not include a firm financing commitment.",span_0051,"{""delivery_mode"": null, ""includes_draft_merger_agreement"": false, ""includes_markup"": false, ""mentions_non_binding"": null, ""other_detail"": ""No firm financing commitment"", ""requested_by_observation_id"": ""obs_evt_018"", ""revises_observation_id"": ""obs_evt_014"", ""terms"": {""consideration_type"": ""cash"", ""enterprise_value"": null, ""per_share"": ""18.50"", ""range_high"": null, ""range_low"": null}}"
obs_evt_021,proposal,"September 10, 2013",2013-09-10 00:00:00,exact_day,bidder_party_a,Party A,NA,NA,"Party A submitted a revised indication of interest with an all-cash purchase price of $18.00 to $19.00 per share, to be financed by outstanding credit facilities or affiliated equity sources. No firm financing commitment included.",span_0052,"{""delivery_mode"": null, ""includes_draft_merger_agreement"": false, ""includes_markup"": false, ""mentions_non_binding"": null, ""other_detail"": ""No firm financing commitment"", ""requested_by_observation_id"": ""obs_evt_018"", ""revises_observation_id"": ""obs_evt_006"", ""terms"": {""consideration_type"": ""cash"", ""enterprise_value"": null, ""per_share"": null, ""range_high"": ""19.00"", ""range_low"": ""18.00""}}"
obs_evt_022,proposal,"September 10, 2013",2013-09-10 00:00:00,exact_day,bidder_party_c,Party C,NA,NA,Party C indicated a revised oral indication of interest with an all-cash purchase price of $16.00 to $17.00 per share. No firm financing commitment included.,span_0053,"{""delivery_mode"": ""oral"", ""includes_draft_merger_agreement"": false, ""includes_markup"": false, ""mentions_non_binding"": null, ""other_detail"": ""No firm financing commitment"", ""requested_by_observation_id"": ""obs_evt_018"", ""revises_observation_id"": ""obs_evt_016"", ""terms"": {""consideration_type"": ""cash"", ""enterprise_value"": null, ""per_share"": null, ""range_high"": ""17.00"", ""range_low"": ""16.00""}}"
obs_evt_023,solicitation,"September 11, 2013",2013-09-11 00:00:00,exact_day,NA,NA,NA,NA,"The Special Committee instructed BofA Merrill Lynch to request final indications of interest from Party A, Party B, Party C and CSC/Pamplona by September 18, 2013, indicating Mac-Gray would consider exclusive negotiations with one bidder.",span_0054|span_0055|span_0090,"{""attachments"": [], ""binding_level"": null, ""due_date"": {""anchor_event_id"": null, ""anchor_span_id"": null, ""is_inferred"": false, ""normalized_end"": ""2013-09-18"", ""normalized_start"": ""2013-09-18"", ""precision"": ""exact_day"", ""raw_text"": ""September 18, 2013"", ""resolution_note"": null, ""sort_date"": ""2013-09-18""}, ""other_detail"": null, ""recipient_refs"": [""bidder_party_a"", ""bidder_party_b"", ""bidder_party_c"", ""bidder_csc_pamplona""], ""requested_submission"": ""best_and_final""}"
obs_evt_024,proposal,"September 18, 2013",2013-09-18 00:00:00,exact_day,bidder_csc_pamplona,CSC/Pamplona,NA,NA,"CSC/Pamplona submitted a proposal for an all-cash purchase price of $20.75 per share, reiterating that Pamplona was committed to provide 100% of the capital, and requesting two weeks of exclusive negotiations.",span_0056,"{""delivery_mode"": null, ""includes_draft_merger_agreement"": false, ""includes_markup"": false, ""mentions_non_binding"": null, ""other_detail"": ""Pamplona committed to provide 100% of the capital; requested two weeks of exclusive negotiations"", ""requested_by_observation_id"": ""obs_evt_023"", ""revises_observation_id"": ""obs_evt_019"", ""terms"": {""consideration_type"": ""cash"", ""enterprise_value"": null, ""per_share"": ""20.75"", ""range_high"": null, ""range_low"": null}}"
obs_evt_025,proposal,"September 18, 2013",2013-09-18 00:00:00,exact_day,bidder_party_a,Party A,NA,NA,Party A reiterated its previous indication of interest with an all-cash purchase price of $18.00 to $19.00 per share as its best and final offer.,span_0057,"{""delivery_mode"": ""oral"", ""includes_draft_merger_agreement"": false, ""includes_markup"": false, ""mentions_non_binding"": null, ""other_detail"": ""Described as best and final offer"", ""requested_by_observation_id"": ""obs_evt_023"", ""revises_observation_id"": ""obs_evt_021"", ""terms"": {""consideration_type"": ""cash"", ""enterprise_value"": null, ""per_share"": null, ""range_high"": ""19.00"", ""range_low"": ""18.00""}}"
obs_evt_026,proposal,"September 18, 2013",2013-09-18 00:00:00,exact_day,bidder_party_b,Party B,NA,NA,"Party B submitted a revised indication of interest valued at $21.50 per share, including $19.00 cash at closing and the remaining per share price in the form of options representing 10% of the new equity.",span_0058,"{""delivery_mode"": null, ""includes_draft_merger_agreement"": false, ""includes_markup"": false, ""mentions_non_binding"": null, ""other_detail"": ""$19.00 cash at closing plus options valued at $2.50 per share representing 10% of new equity"", ""requested_by_observation_id"": ""obs_evt_023"", ""revises_observation_id"": ""obs_evt_020"", ""terms"": {""consideration_type"": ""other"", ""enterprise_value"": null, ""per_share"": ""21.50"", ""range_high"": null, ""range_low"": null}}"
obs_evt_027,status,"September 18, 2013",2013-09-18 00:00:00,exact_day,bidder_party_c,Party C,NA,NA,"Party C did not submit a revised indication of interest or reiterate its prior indication of interest, nor did it specify any reasons.",span_0059,"{""other_detail"": null, ""related_observation_id"": ""obs_evt_023"", ""status_kind"": ""not_interested""}"
obs_evt_028,status,"September 19, 2013",2013-09-19 00:00:00,exact_day,bidder_csc_pamplona,CSC/Pamplona,NA,NA,"The Special Committee concluded that the CSC/Pamplona revised indication had the potential of delivering the most value, provided greater certainty and involved less risk. The Special Committee authorized the Transaction Committee to inform CSC/Pamplona it would be prepared to move into exclusivity at $21.25 per share.",span_0060|span_0061,"{""other_detail"": null, ""related_observation_id"": null, ""status_kind"": ""selected_to_advance""}"
obs_evt_029,proposal,"September 21, 2013",2013-09-21 00:00:00,exact_day,bidder_csc_pamplona,CSC/Pamplona,NA,NA,"CSC/Pamplona confirmed willingness to increase their all-cash purchase price to $21.25 per share as a last and best offer, provided Mac-Gray agree to a two week period of exclusive negotiations.",span_0062|span_0063|span_0091,"{""delivery_mode"": ""oral"", ""includes_draft_merger_agreement"": false, ""includes_markup"": false, ""mentions_non_binding"": null, ""other_detail"": ""Described as last and best offer; Pamplona committing to fund 100% of capital; requested two weeks of exclusivity"", ""requested_by_observation_id"": ""obs_evt_023"", ""revises_observation_id"": ""obs_evt_024"", ""terms"": {""consideration_type"": ""cash"", ""enterprise_value"": null, ""per_share"": ""21.25"", ""range_high"": null, ""range_low"": null}}"
obs_evt_030,agreement,"September 24, 2013",2013-09-24 00:00:00,exact_day,bidder_csc_pamplona,CSC/Pamplona,NA,NA,"CSC, Pamplona and Mac-Gray executed the exclusivity agreement providing for exclusive negotiations until 5 p.m. ET on October 12, 2013, subject to conditions including that CSC and Pamplona not adversely change the terms of the CSC/Pamplona final proposal.",span_0065,"{""agreement_kind"": ""exclusivity"", ""consideration_type"": null, ""grants_diligence_access"": null, ""includes_standstill"": null, ""other_detail"": ""Exclusivity until 5 p.m. ET on October 12, 2013"", ""signed"": true, ""supersedes_observation_id"": null}"
obs_evt_031,agreement,"September 27, 2013",2013-09-27 00:00:00,exact_day,NA,NA,NA,NA,"Mr. MacDonald, his wife and one of his trusts entered into the MacDonald voting agreements, which became effective upon entry into the merger agreement.",span_0068,"{""agreement_kind"": ""other"", ""consideration_type"": null, ""grants_diligence_access"": null, ""includes_standstill"": null, ""other_detail"": ""MacDonald voting agreements; effective upon entry into merger agreement"", ""signed"": true, ""supersedes_observation_id"": null}"
obs_evt_032,agreement,"October 12, 2013",2013-10-12 00:00:00,exact_day,bidder_csc_pamplona,CSC/Pamplona,NA,NA,"CSC, Pamplona and Mac-Gray executed a letter agreement extending exclusivity until 11:59 p.m. ET on October 15, 2013.",span_0078,"{""agreement_kind"": ""exclusivity"", ""consideration_type"": null, ""grants_diligence_access"": null, ""includes_standstill"": null, ""other_detail"": ""Extension of exclusivity until 11:59 p.m. ET on October 15, 2013"", ""signed"": true, ""supersedes_observation_id"": ""obs_evt_030""}"
obs_evt_033,outcome,"October 14, 2013",2013-10-14 00:00:00,exact_day,bidder_csc_pamplona,CSC/Pamplona,target_board_board,Mac-Gray Board of Directors,"The merger agreement was executed. The Pamplona commitment letter was delivered, Moab and Parent executed the Moab voting agreement and the MacDonald voting agreements became effective.",span_0084|span_0085,"{""other_detail"": null, ""outcome_kind"": ""executed"", ""related_observation_id"": null}"
obs_evt_033_agreement,agreement,"October 14, 2013",2013-10-14 00:00:00,exact_day,bidder_csc_pamplona,CSC/Pamplona,NA,NA,The merger agreement between CSC/Pamplona and Mac-Gray was executed.,span_0085,"{""agreement_kind"": ""merger_agreement"", ""consideration_type"": null, ""grants_diligence_access"": null, ""includes_standstill"": null, ""other_detail"": null, ""signed"": true, ""supersedes_observation_id"": null}"
obs_evt_034,process,"October 14, 2013",2013-10-14 00:00:00,exact_day,target_board_special_committee,Special Committee,NA,NA,BofA Merrill Lynch delivered a fairness opinion to the Special Committee that the consideration to be received by holders of Mac-Gray common stock was fair from a financial point of view. The Special Committee unanimously recommended Board approval of the merger agreement.,span_0082|span_0083,"{""other_detail"": ""Fairness opinion delivered by BofA Merrill Lynch; Special Committee recommendation"", ""process_kind"": ""other"", ""process_scope"": null}"
obs_evt_035,process,"October 15, 2013",2013-10-15 00:00:00,exact_day,bidder_csc_pamplona,CSC/Pamplona,NA,NA,Mac-Gray and CSC jointly announced the execution of the merger agreement before the U.S. stock markets opened.,span_0086,"{""other_detail"": null, ""process_kind"": ""press_release"", ""process_scope"": ""bidder""}"
