row_id,origin,analyst_event_type,subject_ref,subject_name,row_count,bidder_name,bidder_type,bid_type,value,range_low,range_high,enterprise_value,date_precision,date_recorded,date_public,date_sort_proxy,all_cash,rule_id,source_observation_ids,source_span_ids,confidence,review_flags,explanation
row_0011,literal,nda,bidder_company_g,Company G,1,Company G,S,NA,NA,NA,NA,NA,exact_day,2013-04-17 00:00:00,2013-04-17 00:00:00,NA,NA,LITERAL-AGREEMENT,obs_evt_013,span_0022,high,NA,Literal agreement observation compiled into NDA-family analyst row.
row_0012,literal,nda,bidder_wdc,WDC,1,WDC,S,NA,NA,NA,NA,NA,exact_day,2013-04-17 00:00:00,2013-04-17 00:00:00,NA,NA,LITERAL-AGREEMENT,obs_evt_014,span_0022,high,NA,Literal agreement observation compiled into NDA-family analyst row.
row_0013,literal,proposal,bidder_company_d,Company D,1,Company D,S,Informal,NA,5.6,NA,NA,exact_day,2013-04-23 00:00:00,2013-04-23 00:00:00,NA,1,LITERAL-PROPOSAL,obs_evt_019,span_0028,high,NA,Literal proposal observation compiled directly into analyst row.
row_0028,derived,final_round_inf_ann,bidder_wdc,WDC,1,WDC,S,Informal,NA,NA,NA,NA,exact_day,2013-04-23 00:00:00,2013-04-23 00:00:00,NA,1,ROUND-01,obs_evt_018,span_0027,high,NA,Solicitation requested non-binding IOIs.
row_0030,derived,final_round_inf_ann,bidder_company_d,Company D,1,Company D,S,Informal,NA,NA,NA,NA,exact_day,2013-04-23 00:00:00,2013-04-23 00:00:00,NA,1,ROUND-01,obs_evt_018,span_0027,high,NA,Solicitation requested non-binding IOIs.
row_0045,literal,drop,bidder_company_f,Company F,1,Company F,S,NA,NA,NA,NA,NA,exact_day,2013-04-24 00:00:00,2013-04-24 00:00:00,NA,NA,EXIT-01,obs_evt_016,span_0025,high,NA,Literal status observation recorded bidder withdrawal or non-participation.
row_0032,derived,final_round_inf_ann,bidder_company_g,Company G,1,Company G,S,Informal,NA,NA,NA,NA,exact_day,2013-04-26 00:00:00,2013-04-26 00:00:00,NA,NA,ROUND-01,obs_evt_020,span_0029,high,NA,Solicitation requested non-binding IOIs.
row_0014,literal,bidder_interest,bidder_company_h,Company H,1,Company H,S,NA,NA,NA,NA,NA,exact_day,2013-05-01 00:00:00,2013-05-01 00:00:00,NA,NA,LITERAL-STATUS,obs_evt_021,span_0030,high,NA,Literal expressed-interest status compiled directly into analyst row.
row_0015,literal,proposal,bidder_wdc,WDC,1,WDC,S,Informal,NA,6.6,7.1,NA,exact_day,2013-05-03 00:00:00,2013-05-03 00:00:00,NA,1,LITERAL-PROPOSAL,obs_evt_022,span_0031,high,NA,Literal proposal observation compiled directly into analyst row.
row_0047,literal,drop,bidder_company_g,Company G,1,Company G,S,NA,NA,NA,NA,NA,exact_day,2013-05-03 00:00:00,2013-05-03 00:00:00,NA,NA,EXIT-01,obs_evt_023,span_0032,high,NA,Literal status observation recorded bidder withdrawal or non-participation.
row_0029,derived,final_round_inf,bidder_wdc,WDC,1,WDC,S,Informal,NA,NA,NA,NA,exact_day,2013-05-03 00:00:00,2013-05-03 00:00:00,NA,1,ROUND-01,obs_evt_018,span_0027,high,NA,Solicitation requested non-binding IOIs.
row_0031,derived,final_round_inf,bidder_company_d,Company D,1,Company D,S,Informal,NA,NA,NA,NA,exact_day,2013-05-03 00:00:00,2013-05-03 00:00:00,NA,1,ROUND-01,obs_evt_018,span_0027,high,NA,Solicitation requested non-binding IOIs.
row_0033,derived,final_round_inf,bidder_company_g,Company G,1,Company G,S,Informal,NA,NA,NA,NA,exact_day,2013-05-03 00:00:00,2013-05-03 00:00:00,NA,NA,ROUND-01,obs_evt_020,span_0029,high,NA,Solicitation requested non-binding IOIs.
row_0016,literal,nda,bidder_company_h,Company H,1,Company H,S,NA,NA,NA,NA,NA,exact_day,2013-05-08 00:00:00,2013-05-08 00:00:00,NA,NA,LITERAL-AGREEMENT,obs_evt_024,span_0033,high,NA,Literal agreement observation compiled into NDA-family analyst row.
row_0017,literal,proposal,bidder_company_d,Company D,1,Company D,S,Informal,5.75,NA,NA,NA,exact_day,2013-05-10 00:00:00,2013-05-10 00:00:00,NA,1,LITERAL-PROPOSAL,obs_evt_025,span_0034,high,NA,Literal proposal observation compiled directly into analyst row.
row_0018,literal,proposal,bidder_company_h,Company H,1,Company H,S,Informal,NA,5,5.75,NA,exact_day,2013-05-15 00:00:00,2013-05-15 00:00:00,NA,1,LITERAL-PROPOSAL,obs_evt_026,span_0035,high,NA,Literal proposal observation compiled directly into analyst row.
row_0034,derived,final_round_inf_ann,bidder_wdc,WDC,1,WDC,S,Informal,NA,NA,NA,NA,exact_day,2013-05-16 00:00:00,2013-05-16 00:00:00,NA,1,ROUND-01,obs_evt_028,span_0037,high,NA,Solicitation requested non-binding IOIs.
row_0036,derived,final_round_inf_ann,bidder_company_d,Company D,1,Company D,S,Informal,NA,NA,NA,NA,exact_day,2013-05-16 00:00:00,2013-05-16 00:00:00,NA,1,ROUND-01,obs_evt_028,span_0037,high,NA,Solicitation requested non-binding IOIs.
row_0048,derived,drop,bidder_company_h,Company H,1,Company H,S,NA,NA,NA,NA,NA,exact_day,2013-05-23 00:00:00,2013-05-23 00:00:00,NA,NA,EXIT-02,obs_evt_029,span_0038,high,reason:cannot_improve,Status observation explicitly said the bidder could not improve.
row_0020,literal,bidder_interest,bidder_company_d,Company D,1,Company D,S,NA,NA,NA,NA,NA,exact_day,2013-05-28 00:00:00,2013-05-28 00:00:00,NA,NA,LITERAL-STATUS,obs_evt_031,span_0040,high,NA,Literal expressed-interest status compiled directly into analyst row.
row_0019,literal,proposal,bidder_wdc,WDC,1,WDC,S,Formal,9.15,NA,NA,NA,exact_day,2013-05-28 00:00:00,2013-05-28 00:00:00,NA,1,LITERAL-PROPOSAL,obs_evt_030,span_0039,high,NA,Literal proposal observation compiled directly into analyst row.
row_0035,derived,final_round_inf,bidder_wdc,WDC,1,WDC,S,Informal,NA,NA,NA,NA,exact_day,2013-05-28 00:00:00,2013-05-28 00:00:00,NA,1,ROUND-01,obs_evt_028,span_0037,high,NA,Solicitation requested non-binding IOIs.
row_0037,derived,final_round_inf,bidder_company_d,Company D,1,Company D,S,Informal,NA,NA,NA,NA,exact_day,2013-05-28 00:00:00,2013-05-28 00:00:00,NA,1,ROUND-01,obs_evt_028,span_0037,high,NA,Solicitation requested non-binding IOIs.
row_0038,derived,final_round_ann,bidder_wdc,WDC,1,WDC,S,Formal,NA,NA,NA,NA,exact_day,2013-05-29 00:00:00,2013-05-29 00:00:00,NA,1,ROUND-02,obs_evt_032,span_0041,high,NA,Solicitation requested LOIs/binding offers or carried formal attachments.
row_0040,derived,final_round_ann,bidder_company_d,Company D,1,Company D,S,Formal,NA,NA,NA,NA,exact_day,2013-05-29 00:00:00,2013-05-29 00:00:00,NA,1,ROUND-02,obs_evt_032,span_0041,high,NA,Solicitation requested LOIs/binding offers or carried formal attachments.
row_0022,literal,bidder_interest,bidder_company_d,Company D,1,Company D,S,NA,NA,NA,NA,NA,exact_day,2013-05-30 00:00:00,2013-05-30 00:00:00,NA,NA,LITERAL-STATUS,obs_evt_034,span_0043,high,NA,Literal expressed-interest status compiled directly into analyst row.
row_0021,literal,proposal,bidder_wdc,WDC,1,WDC,S,Informal,9.15,NA,NA,NA,exact_day,2013-05-30 00:00:00,2013-05-30 00:00:00,NA,1,LITERAL-PROPOSAL,obs_evt_033,span_0042,high,NA,Literal proposal observation compiled directly into analyst row.
row_0039,derived,final_round,bidder_wdc,WDC,1,WDC,S,Formal,NA,NA,NA,NA,exact_day,2013-05-30 00:00:00,2013-05-30 00:00:00,NA,1,ROUND-02,obs_evt_032,span_0041,high,NA,Solicitation requested LOIs/binding offers or carried formal attachments.
row_0041,derived,final_round,bidder_company_d,Company D,1,Company D,S,Formal,NA,NA,NA,NA,exact_day,2013-05-30 00:00:00,2013-05-30 00:00:00,NA,1,ROUND-02,obs_evt_032,span_0041,high,NA,Solicitation requested LOIs/binding offers or carried formal attachments.
row_0049,literal,drop,bidder_wdc,WDC,1,WDC,S,NA,NA,NA,NA,NA,exact_day,2013-05-31 00:00:00,2013-05-31 00:00:00,NA,NA,EXIT-01,obs_evt_035,span_0045|span_0066,high,NA,Literal status observation recorded bidder withdrawal or non-participation.
row_0050,literal,drop,bidder_company_d,Company D,1,Company D,S,NA,NA,NA,NA,NA,exact_day,2013-06-05 00:00:00,2013-06-05 00:00:00,NA,NA,EXIT-01,obs_evt_036,span_0047,high,NA,Literal status observation recorded bidder withdrawal or non-participation.
row_0023,literal,proposal,bidder_wdc,WDC,1,WDC,S,Informal,NA,6.6,7.1,NA,exact_day,2013-06-10 00:00:00,2013-06-10 00:00:00,NA,1,LITERAL-PROPOSAL,obs_evt_037,span_0048|span_0049,high,NA,Literal proposal observation compiled directly into analyst row.
row_0051,synthetic_anonymous,drop,cohort_18_prospective_acquirers,18 prospective acquirers contacted by BofA Merrill Lynch,18,18 prospective acquirers contacted by BofA Merrill Lynch,NA,NA,NA,NA,NA,NA,exact_day,2013-06-11 00:00:00,2013-06-11 00:00:00,NA,NA,EXIT-04,obs_evt_038,span_0050,high,reason:lost_to_winner,Execution outcome closed out remaining active bidders in favor of the winner.
row_0042,derived,final_round_ann,bidder_wdc,WDC,1,WDC,S,Formal,NA,NA,NA,NA,exact_day,2013-06-11 00:00:00,2013-06-11 00:00:00,NA,1,ROUND-02,obs_evt_038,span_0050,high,NA,Solicitation requested LOIs/binding offers or carried formal attachments.
row_0024,literal,proposal,bidder_wdc,WDC,1,WDC,S,Informal,6.85,NA,NA,NA,exact_day,2013-06-14 00:00:00,2013-06-14 00:00:00,NA,1,LITERAL-PROPOSAL,obs_evt_039,span_0051|span_0052,high,NA,Literal proposal observation compiled directly into analyst row.
row_0025,literal,clean_team,bidder_wdc,WDC,1,WDC,S,NA,NA,NA,NA,NA,exact_day,2013-06-18 00:00:00,2013-06-18 00:00:00,NA,NA,LITERAL-AGREEMENT,obs_evt_040,span_0053,high,NA,Literal agreement observation compiled into NDA-family analyst row.
row_0026,literal,executed,bidder_wdc,WDC,1,WDC,S,NA,NA,NA,NA,NA,exact_day,2013-06-23 00:00:00,2013-06-23 00:00:00,NA,NA,LITERAL-OUTCOME,obs_evt_041,span_0054,high,NA,Literal outcome observation compiled directly into analyst row.
row_0001,literal,target_sale,target_board_stec,sTec Board of Directors,1,sTec Board of Directors,NA,NA,NA,NA,NA,NA,quarter,NA,NA,2012-10-01 00:00:00,NA,LITERAL-PROCESS,obs_evt_001,span_0003|span_0004,high,NA,Literal process observation compiled directly into analyst row.
row_0006,literal,bidder_interest,bidder_company_d,Company D,1,Company D,S,NA,NA,NA,NA,NA,relative,NA,NA,2013-03-15 00:00:00,NA,LITERAL-STATUS,obs_evt_006,span_0014,high,NA,Literal expressed-interest status compiled directly into analyst row.
row_0043,literal,drop,bidder_company_b,Company B,1,Company B,S,NA,NA,NA,NA,NA,relative,NA,NA,2013-02-27 00:00:00,NA,EXIT-01,obs_evt_004,span_0012,high,NA,Literal status observation recorded bidder withdrawal or non-participation.
row_0046,literal,drop,bidder_company_e,Company E,1,Company E,S,NA,NA,NA,NA,NA,relative,NA,NA,2013-04-27 00:00:00,NA,EXIT-01,obs_evt_017,span_0026,high,NA,Literal status observation recorded bidder withdrawal or non-participation.
